;id;nome_pt-br;name_en-us
1172;C0664F ;Carne, boi, paleta, s/ gordura, frita (c/ óleo de soja), s/ sal, Bos taurus, ; Meat, beef, shoulder, without fat, fried (with soy oil), unsalted 
1173;C0667F ;Carne, boi, paleta, s/ gordura, refogada (c/ óleo, cebola e alho), c/ sal,  ; Meat, beef, shoulder, without fat, braised (with oil, onion and garlic), with salt 
1174;C0075F ;Carne, boi, patinho, crua (média de várias amostras), Bos taurus, ; Meat, beef, knuckle, raw (average of several samples) 
1175;C0636F ;Carne, boi, patinho, s/ gordura, à milanesa (ovo e farinha de rosca), frita (c/ óleo de soja), c/ sal, Bos taurus, ; Meat, beef, knuckle, without fat, breaded (egg and breadcrumbes), fried (with soy oil), with salt 
1176;C0635F ;Carne, boi, patinho, s/ gordura, à milanesa (ovo e farinha de rosca), frita (c/ óleo de soja), s/ sal, Bos taurus, ; Meat, beef, knuckle, without fat, breaded (egg and breadcrumbes), fried (with soy oil), unsalted 
1177;C0634F ;Carne, boi, patinho, s/ gordura, frita (c/ óleo de soja), c/ sal, Bos taurus, ; Meat, beef, knuckle, without fat, fried (with soy oil), with salt 
1178;C0633F ;Carne, boi, patinho, s/ gordura, frita (c/ óleo de soja), s/ sal, Bos taurus, ; Meat, beef, knuckle, without fat, fried (with soy oil), unsalted 
1179;C0447F ;Carne, boi, patinho, s/ gordura, grelhada, c/ manteiga, c/ sal,  ; Meat, beef, knuckle, without fat, grilled, with butter, with salt 
1180;C0448F ;Carne, boi, patinho, s/ gordura, grelhada, c/ manteiga, s/ sal,  ; Meat, beef, knuckle, without fat, grilled, with butter, unsalted 
1181;C0444F ;Carne, boi, patinho, s/ gordura, grelhada, c/ molho branco (farinha de trigo, manteiga e leite), c/ sal,  ; Meat, beef, knuckle, without fat, grilled, with with sauce (wheat flour, butter and milk), with salt 
1182;C0443F ;Carne, boi, patinho, s/ gordura, grelhada, c/ molho branco (farinha de trigo, manteiga e leite), s/ sal,  ; Meat, beef, knuckle, without fat, grilled, with with sauce (wheat flour, butter and milk), unsalted 
1183;C0445F ;Carne, boi, patinho, s/ gordura, grelhada, c/ molho de mostarda (creme de leite, suco de limão e mostarda), c/ sal,  ; Meat, beef, knuckle, without fat, grilled, with mustard sauce (cream milk, lemon sauce and mustard), with salt 
1184;C0446F ;Carne, boi, patinho, s/ gordura, grelhada, c/ molho de mostarda (creme de leite, suco de limão e mostarda), s/ sal,  ; Meat, beef, knuckle, without fat, grilled, with mustard sauce (cream milk, lemon sauce and mustard), unsalted 
1185;C0449F ;Carne, boi, patinho, s/ gordura, grelhada, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal,  ; Meat, beef, knuckle, without fat, grilled, with tomato sauce (tomato, with oil, onion and garlic), with salt 
1186;C0441F ;Carne, boi, patinho, s/ gordura, grelhada, c/ óleo, cebola e alho, c/ sal,  ; Meat, beef, knuckle, without fat, grilled, with oil, onion and garlic, with salt 
1187;C0442F ;Carne, boi, patinho, s/ gordura, grelhada, c/ óleo, cebola e alho, s/ sal,  ; Meat, beef, knuckle, without fat, grilled, with oil, onion and garlic, unsalted 
1188;C0045F ;Carne, boi, patinho, s/ gordura, grelhada, s/ óleo, s/ sal, Bos taurus, ; Meat, beef, knuckle, without fat, grilled, without oil, unsalted 
1189;C0640F ;Carne, boi, patinho, s/ gordura, grelhada/assada, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal, Bos taurus, ; Meat, beef, knuckle, without fat, grilled/roasted, with tomato sauce (tomato, with oil, onion and garlic), with salt 
1190;C0639F ;Carne, boi, patinho, s/ gordura, grelhada/assada, c/ molho de tomate (tomate, c/ óleo, cebola e alho), s/ sal, Bos taurus, ; Meat, beef, knuckle, without fat, grilled/roasted, with tomato sauce (tomato, with oil, onion and garlic), unsalted 
1191;C0632F ;Carne, boi, patinho, s/ gordura, grelhada/assada, s/ óleo, c/ sal, Bos taurus, ; Meat, beef, knuckle, without fat, grilled/roasted, without oil, with salt 
1192;C0675F ;Carne, boi, peito, s/ gordura, cozida, s/ óleo, c/ sal, Bos taurus, ; Meat, beef, brisket, without fat, cooked, without oil, with salt 
1193;C0076F ;Carne, boi, peito, s/ gordura, crua, Bos taurus, ; Meat, beef, brisket, without fat, raw 
1194;C0677F ;Carne, boi, peito, s/ gordura, frita (c/ óleo de soja), c/ sal, Bos taurus, ; Meat, beef, brisket, without fat, fried (with soy oil), with salt 
1195;C0676F ;Carne, boi, peito, s/ gordura, frita (c/ óleo de soja), s/ sal, Bos taurus, ; Meat, beef, brisket, without fat, fried (with soy oil), unsalted 
1196;C0455F ;Carne, boi, peito, s/ gordura, grelhada, c/ manteiga, c/ sal,  ; Meat, beef, brisket, whitout fat, grilled, with butter, with salt 
1197;C0456F ;Carne, boi, peito, s/ gordura, grelhada, c/ manteiga, s/ sal,  ; Meat, beef, brisket, whitout fat, grilled, with butter, unsalted 
1198;C0452F ;Carne, boi, peito, s/ gordura, grelhada, c/ molho branco (farinha de trigo, manteiga e leite), c/ sal,  ; Meat, beef, brisket, whitout fat, grilled, with with sauce (wheat flour, butter and milk), with salt 
1199;C0451F ;Carne, boi, peito, s/ gordura, grelhada, c/ molho branco (farinha de trigo, manteiga e leite), s/ sal,  ; Meat, beef, brisket, whitout fat, grilled, with with sauce (wheat flour, butter and milk), unsalted 
1200;C0453F ;Carne, boi, peito, s/ gordura, grelhada, c/ molho de mostarda (creme de leite, suco de limão e mostarda), c/ sal,  ; Meat, beef, brisket, whitout fat, grilled, with mustard sauce (cream milk, lemon sauce and mustard), with salt 
1201;C0454F ;Carne, boi, peito, s/ gordura, grelhada, c/ molho de mostarda (creme de leite, suco de limão e mostarda), s/ sal,  ; Meat, beef, brisket, whitout fat, grilled, with mustard sauce (cream milk, lemon sauce and mustard), unsalted 
1202;C0457F ;Carne, boi, peito, s/ gordura, grelhada, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal,  ; Meat, beef, brisket, whitout fat, grilled, with tomato sauce (tomato, with oil, onion and garlic), with salt 
1203;C0458F ;Carne, boi, peito, s/ gordura, grelhada, c/ óleo, cebola e alho, c/ sal,  ; Meat, beef, brisket, whitout fat, grilled, with oil, onion and garlic, with salt 
1204;C0450F ;Carne, boi, peito, s/ gordura, grelhada, c/ óleo, cebola e alho, s/ sal,  ; Meat, beef, brisket, whitout fat, grilled, with oil, onion and garlic, unsalted 
1205;C0046F ;Carne, boi, peito, s/ gordura, grelhada, s/ sal, Bos taurus, ; Meat, beef, brisket, without fat, grilled, without oil, unsalted 
1206;C0461F ;Carne, boi, picanha, c/ gordura, grelhada, c/ manteiga, c/ sal,  ; Meat, beef, rump cap, with fat, grilled, with butter, with salt 
1207;C0462F ;Carne, boi, picanha, c/ gordura, grelhada, c/ manteiga, s/ sal,  ; Meat, beef, rump cap, with fat, grilled, with butter, unsalted 
1208;C0463F ;Carne, boi, picanha, c/ gordura, grelhada, c/ óleo, c/ sal,  ; Meat, beef, rump cap, with fat, grilled, with oil, with salt 
1209;C0459F ;Carne, boi, picanha, c/ gordura, grelhada, c/ óleo, cebola e alho, c/ sal,  ; Meat, beef, rump cap, with fat, grilled, with oil, onion and garlic, with salt 
1210;C0460F ;Carne, boi, picanha, c/ gordura, grelhada, c/ óleo, cebola e alho, s/ sal,  ; Meat, beef, rump cap, with fat, grilled, with oil, onion and garlic, unsalted 
1211;C0047F ;Carne, boi, picanha, c/ gordura, grelhada, s/ sal, Bos taurus, ; Meat, beef, rump cap, with fat, grilled, without oil, unsalted 
1212;C0077F ;Carne, boi, picanha, crua (média de várias amostras), Bos taurus, ; Meat, beef, rump cap, raw (average of several samples) 
1213;C0823F ;Carne, boi, picanha, grelhada/assada, s/ óleo, c/ sal (média de amostras c/ e s/ gordura), Bos taurus, ; Meat, beef, rump cap, grilled/roasted, without oil, with salt (average of samples with and without fat) 
1214;C0822F ;Carne, boi, picanha, grelhada/assada, s/ óleo, s/ sal (média de amostras c/ e s/ gordura), Bos taurus, ; Meat, beef, rump cap, grilled/roasted, without oil, unsalted (average of samples with and without fat) 
1215;C0466F ;Carne, boi, picanha, s/ gordura, grelhada, c/ manteiga, c/ sal,  ; Meat, beef, rump cap, without fat, grilled, with butter, with salt 
1216;C0467F ;Carne, boi, picanha, s/ gordura, grelhada, c/ manteiga, s/ sal,  ; Meat, beef, rump cap, without fat, grilled, with butter, unsalted 
1217;C0468F ;Carne, boi, picanha, s/ gordura, grelhada, c/ óleo, c/ sal,  ; Meat, beef, rump cap, without fat, grilled, with oil, with salt 
1218;C0464F ;Carne, boi, picanha, s/ gordura, grelhada, c/ óleo, cebola e alho, c/ sal,  ; Meat, beef, rump cap, without fat, grilled, with oil, onion and garlic, with salt 
1219;C0465F ;Carne, boi, picanha, s/ gordura, grelhada, c/ óleo, cebola e alho, s/ sal,  ; Meat, beef, rump cap, without fat, grilled, with oil, onion and garlic, unsalted 
1220;C0048F ;Carne, boi, picanha, s/ gordura, grelhada, s/ sal, Bos taurus, ; Meat, beef, rump cap, without fat, grilled, without oil, unsalted 
1221;C0078F ;Carne, boi, ponta de agulha, crua, Bos taurus, ; Meat, beef, short ribs, raw 
1222;C0832F ;Carne, boi, pulmão, cozido, s/ óleo, c/ sal,  ; Meat, beef, lung, cooked, without oil, with salt 
1223;C0565F ;Carne, boi, pulmão, cozido, s/ óleo, s/ sal,  ; Meat, beef, lung, cooked, without oil, unsalted 
1224;C0049F ;Carne, boi, quarto dianteiro, crua (média de diferentes cortes), Bos taurus, ; Meat, beef, forequarter, raw (average of several cuts) 
1225;C0260F ;Carne, boi, quarto dianteiro, s/ gordura, cozida, c/ batata e vegetais - cenoura, chuchu, vagem, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal,  ; Meat, beef, forequarter, without fat , cooked, with potato and vegetables - carrot, chayote, pod, with tomato sauce (tomato, with oil, onion and garlic), with salt 
1226;C0258F ;Carne, boi, quarto dianteiro, s/ gordura, cozida, c/ batata e vegetais - cenoura, chuchu, vagem, c/ óleo, cebola e alho, c/ sal,  ; Meat, beef, forequarter, without fat , cooked, with potato and vegetables - carrot, chayote, pod, with oil, onion and garlic, with salt 
1227;C0259F ;Carne, boi, quarto dianteiro, s/ gordura, cozida, c/ batata e vegetais - cenoura, chuchu, vagem, c/ óleo, cebola e alho, s/ sal,  ; Meat, beef, forequarter, without fat , cooked, with potato and vegetables - carrot, chayote, pod, with oil, onion and garlic, unsalted 
1228;C0257F ;Carne, boi, quarto dianteiro, s/ gordura, cozida, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal,  ; Meat, beef, forequarter, without fat , cooked, with tomato sauce (tomato, with oil, onion and garlic), with salt 
1229;C0255F ;Carne, boi, quarto dianteiro, s/ gordura, cozida, c/ óleo, cebola e alho, c/ sal,  ; Meat, beef, forequarter, without fat , cooked, with oil, onion and garlic, with salt 
1230;C0256F ;Carne, boi, quarto dianteiro, s/ gordura, cozida, c/ óleo, cebola e alho, s/ sal,  ; Meat, beef, forequarter, without fat , cooked, with oil and spice, unsalted 
1231;C0276F ;Carne, boi, quarto traseiro, c/ gordura, grelhada, c/ manteiga, c/ sal,  ; Meat, beef, hindquarter, with fat , grilled, with butter, with salt 
1232;C0277F ;Carne, boi, quarto traseiro, c/ gordura, grelhada, c/ manteiga, s/ sal,  ; Meat, beef, hindquarter, with fat , grilled, with butter, unsalted 
1233;C0273F ;Carne, boi, quarto traseiro, c/ gordura, grelhada, c/ molho branco (farinha de trigo, manteiga e leite), c/ sal,  ; Meat, beef, hindquarter, with fat , grilled, with with sauce (wheat flour, butter and milk), with salt 
1234;C0272F ;Carne, boi, quarto traseiro, c/ gordura, grelhada, c/ molho branco (farinha de trigo, manteiga e leite), s/ sal,  ; Meat, beef, hindquarter, with fat , grilled, with with sauce (wheat flour, butter and milk), unsalted 
1235;C0274F ;Carne, boi, quarto traseiro, c/ gordura, grelhada, c/ molho de mostarda (creme de leite, suco de limão e mostarda) , c/ sal,  ; Meat, beef, hindquarter, with fat , grilled, with mustard sauce (cream milk, lemon sauce and mustard), with salt 
1236;C0275F ;Carne, boi, quarto traseiro, c/ gordura, grelhada, c/ molho de mostarda (creme de leite, suco de limão e mostarda), s/ sal,  ; Meat, beef, hindquarter, with fat , grilled, with mustard sauce (cream milk, lemon sauce and mustard), unsalted 
1237;C0278F ;Carne, boi, quarto traseiro, c/ gordura, grelhada, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal,  ; Meat, beef, hindquarter, with fat , grilled, with tomato sauce (tomato, with oil, onion and garlic), with salt 
1238;C0279F ;Carne, boi, quarto traseiro, c/ gordura, grelhada, c/ molho de tomate (tomate, c/ óleo, cebola e alho), s/ sal,  ; Meat, beef, hindquarter, with fat , grilled, with tomato sauce (tomato, with oil, onion and garlic), unsalted 
1239;C0270F ;Carne, boi, quarto traseiro, c/ gordura, grelhada, c/ óleo e cebola, c/ sal,  ; Meat, beef, hindquarter, with fat , grilled, with oil and onion, with salt 
1240;C0271F ;Carne, boi, quarto traseiro, c/ gordura, grelhada, c/ óleo e cebola, s/ sal,  ; Meat, beef, hindquarter, with fat , grilled, with oil and onion, unsalted 
1241;C0267F ;Carne, boi, quarto traseiro, c/ gordura, grelhada, c/ óleo, c/ sal,  ; Meat, beef, hindquarter, with fat , grilled, with oil, with salt 
1242;C0268F ;Carne, boi, quarto traseiro, c/ gordura, grelhada, c/ óleo, s/ sal,  ; Meat, beef, hindquarter, with fat , grilled, with oil, unsalted 
1243;C0269F ;Carne, boi, quarto traseiro, c/ gordura, grelhada, s/ óleo, c/ sal,  ; Meat, beef, hindquarter, with fat , grilled, without oil, with salt 
1244;C0020F ;Carne, boi, quarto traseiro, c/ gordura, grelhada, s/ óleo, s/ sal, Bos taurus, ; Meat, beef, hindquarter, with fat , grilled, without oil, unsalted 
1245;C0050F ;Carne, boi, quarto traseiro, crua (média de diferentes cortes), Bos taurus, ; Meat, beef, hindquarter, raw (average of several cuts) 
1246;C0266F ;Carne, boi, quarto traseiro, s/ gordura, cozida, c/ batata e vegetais - cenoura, chuchu, vagem, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal,  ; Meat, beef, hindquarter, without fat , cooked, with potato and vegetables - carrot, chayote, pod, with tomato sauce (tomato, with oil, onion and garlic), with salt 
1247;C0264F ;Carne, boi, quarto traseiro, s/ gordura, cozida, c/ batata e vegetais - cenoura, chuchu, vagem, c/ óleo, cebola e alho, c/ sal,  ; Meat, beef, hindquarter, without fat , cooked, with potato and vegetables - carrot, chayote, pod, with oil, onion and garlic, with salt 
1248;C0265F ;Carne, boi, quarto traseiro, s/ gordura, cozida, c/ batata e vegetais - cenoura, chuchu, vagem, c/ óleo, cebola e alho, s/ sal,  ; Meat, beef, hindquarter, without fat , cooked, with potato and vegetables - carrot, chayote, pod, with oil, onion and garlic, unsalted 
1249;C0263F ;Carne, boi, quarto traseiro, s/ gordura, cozida, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal,  ; Meat, beef, hindquarter, without fat , cooked, with tomato sauce (tomato, with oil, onion and garlic), with salt 
1250;C0261F ;Carne, boi, quarto traseiro, s/ gordura, cozida, c/ óleo, cebola e alho, c/ sal,  ; Meat, beef, hindquarter, without fat , cooked, with oil, onion and garlic, with salt 
1251;C0262F ;Carne, boi, quarto traseiro, s/ gordura, cozida, c/ óleo, cebola e alho, s/ sal,  ; Meat, beef, hindquarter, without fat , cooked, with oil, onion and garlic, unsalted 
1252;C0019F ;Carne, boi, quarto traseiro, s/ gordura, cozida, s/ óleo, s/ sal, Bos taurus, ; Meat, beef, hindquarter, without fat , cooked, without oil, unsalted 
1253;C0289F ;Carne, boi, quarto traseiro, s/ gordura, grelhada, c/ manteiga, c/ sal,  ; Meat, beef, hindquarter, without fat , grilled, with butter, with salt 
1254;C0290F ;Carne, boi, quarto traseiro, s/ gordura, grelhada, c/ manteiga, s/ sal,  ; Meat, beef, hindquarter, without fat , grilled, with butter, unsalted 
1255;C0286F ;Carne, boi, quarto traseiro, s/ gordura, grelhada, c/ molho branco (farinha de trigo, manteiga e leite), c/ sal,  ; Meat, beef, hindquarter, without fat , grilled, with with sauce (wheat flour, butter and milk), with salt 
1256;C0285F ;Carne, boi, quarto traseiro, s/ gordura, grelhada, c/ molho branco (farinha de trigo, manteiga e leite), s/ sal,  ; Meat, beef, hindquarter, without fat , grilled, with with sauce (wheat flour, butter and milk), unsalted 
1257;C0287F ;Carne, boi, quarto traseiro, s/ gordura, grelhada, c/ molho de mostarda (creme de leite, suco de limão e mostarda), c/ sal,  ; Meat, beef, hindquarter, without fat , grilled, with mustard sauce (cream milk, lemon sauce and mustard), with salt 
1258;C0288F ;Carne, boi, quarto traseiro, s/ gordura, grelhada, c/ molho de mostarda (creme de leite, suco de limão e mostarda), s/ sal,  ; Meat, beef, hindquarter, without fat , grilled, with mustard sauce (cream milk, lemon sauce and mustard), unsalted 
1259;C0291F ;Carne, boi, quarto traseiro, s/ gordura, grelhada, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal,  ; Meat, beef, hindquarter, without fat , grilled, with tomato sauce (tomato, with oil, onion and garlic), with salt 
1260;C0283F ;Carne, boi, quarto traseiro, s/ gordura, grelhada, c/ óleo e cebola, c/ sal,  ; Meat, beef, hindquarter, without fat , grilled, with oil and onion, with salt 
1261;C0284F ;Carne, boi, quarto traseiro, s/ gordura, grelhada, c/ óleo e cebola, s/ sal,  ; Meat, beef, hindquarter, without fat , grilled, with oil and onion, unsalted 
1262;C0280F ;Carne, boi, quarto traseiro, s/ gordura, grelhada, c/ óleo, c/ sal,  ; Meat, beef, hindquarter, without fat , grilled, with oil, with salt 
1263;C0281F ;Carne, boi, quarto traseiro, s/ gordura, grelhada, c/ óleo, s/ sal,  ; Meat, beef, hindquarter, without fat , grilled, with oil, unsalted 
1264;C0282F ;Carne, boi, quarto traseiro, s/ gordura, grelhada, s/ óleo, c/ sal,  ; Meat, beef, hindquarter, without fat , grilled, without oil, with salt 
1265;C0021F ;Carne, boi, quarto traseiro, s/ gordura, grelhada, s/ óleo, s/ sal, Bos taurus, ; Meat, beef, hindquarter, without fat , grilled, without oil, unsalted 
1266;C0838F ;Carne, boi, rabo, cozido, s/ óleo, c/ sal,  ; Meat, beef, tail, cooked, without oil, with salt 
